IDZC	NLOCALIDAD	
008	CAMINO A TUQUI
009	CAMINO ROMERAL
123	TUQUI
001	
002	
003	
050	EL MIRADOR
072	LA SILLETA BAJA
106	RIBERA DEL RO LIMAR
001	
002	
003	
004	
005	
006	
090	OVALLE
001	
040	COMUNIDAD AGRCOLA HISTRICA POTRERILLOS ALTOS
067	INFIERNILLO
069	LA CHIMBA
079	LLANOS DE LA CHIMBA
094	POTRERILLO BAJO
115	SONORA
001	
070	LA PLACA
078	LIMAR
090	OVALLE
122	TRAPICHE
054	EL TALHUN
001	
002	
003	
049	EL INGENIO
054	EL TALHUN
100	QUEBRADA EL INGENIO
113	SANTA JULIETA
001	
031	COMUNIDAD AGRCOLA HISTRICA LAGUNILLAS GALLEGUILLOS DEL VALLE
049	EL INGENIO
074	LAGUNILLAS
075	LAGUNILLAS NORTE
123	TUQUI
041	COMUNIDAD AGRCOLA HISTRICA ROMERALCILLO
105	RECOLETA
026	COMUNIDAD AGRCOLA HISTRICA HIGUERITAS UNIDAS
041	COMUNIDAD AGRCOLA HISTRICA ROMERALCILLO
030	COMUNIDAD AGRCOLA HISTRICA LA VERDIONA
901	INDETERMINADA
001	AGUAS BUENAS
026	COMUNIDAD AGRCOLA HISTRICA HIGUERITAS UNIDAS
092	PEJERREYES
901	INDETERMINADA
003	ALGARROBO ORIENTE
051	EL OLIVO
058	EL TRANQUE RECOLETA
108	SAMO BAJO
901	INDETERMINADA
001	
002	
024	COMUNIDAD AGRCOLA HISTRICA EL OLIVO
051	EL OLIVO
063	GUAMALATA
123	TUQUI
019	COMUNIDAD AGRCOLA HISTRICA CANELILLA OVALLE
108	SAMO BAJO
124	VILLASECA
901	INDETERMINADA
001	
019	COMUNIDAD AGRCOLA HISTRICA CANELILLA OVALLE
048	EL GUINDO
104	QUEBRADA SECA SUR
116	SOTAQU
011	CARACHILLA
062	GUALLILLINGA
064	HIGUERA DE PALOMA
111	SANTA CATALINA
053	EL SAUCE
070	LA PLACA
073	LA TORRE
077	LAS SOSSAS
012	CERRILLOS DE TAMAYA
013	CERRILLOS POBRES
014	CERRILLOS POBRES NORTE
071	LA QUIROGA
083	LOS OLIVOS
103	QUEBRADA SECA
109	SAN JUAN
112	SANTA CRISTINA
901	INDETERMINADA
002	ALGARROBO
013	CERRILLOS POBRES
037	COMUNIDAD AGRCOLA HISTRICA ORURO
077	LAS SOSSAS
099	QUEBRADA DE LAS CHIRIPES
013	CERRILLOS POBRES
018	COMUNIDAD AGRCOLA HISTRICA BUENOS AIRES DE PUNILLA
034	COMUNIDAD AGRCOLA HISTRICA LORENZO PERALTA DE PUNILLA
037	COMUNIDAD AGRCOLA HISTRICA ORURO
039	COMUNIDAD AGRCOLA HISTRICA PERAL OJO DE AGUA
044	COMUNIDAD AGRCOLA HISTRICA VALDIVIA DE PUNILLA
045	DESEMBOCADURA RO LIMAR
046	EL ARRAYN
061	FRAY JORGE
098	QUEBRADA CUCAYACO
101	QUEBRADA EL MARAY
901	INDETERMINADA
055	EL TANGUE SUR
057	EL TOTORAL
091	PACHINGO
096	PUNILLA
103	QUEBRADA SECA
120	TALCARUCA
901	INDETERMINADA
029	COMUNIDAD AGRCOLA HISTRICA LA COIPA
005	CAMARICO
010	CAMPO LINDO
017	COMUNIDAD AGRCOLA HISTRICA BARRAZA
022	COMUNIDAD AGRCOLA HISTRICA EL DURAZNO
023	COMUNIDAD AGRCOLA HISTRICA EL ESPINAL
042	COMUNIDAD AGRCOLA HISTRICA SALALA
047	EL ESPINAL
076	LAS CAADAS
080	LOS AROMOS
095	PUEBLO DE BARRAZA
110	SAN JULIN
114	SERN DE SAN JULIN
117	TABAL
005	CAMARICO
088	NUEVA AURORA
089	NUEVA AURORA NORTE
027	COMUNIDAD AGRCOLA HISTRICA LA CALERA
901	INDETERMINADA
015	COMUNIDAD AGRCOLA HISTRICA ALCONES
020	COMUNIDAD AGRCOLA HISTRICA CERRO BLANCO
021	COMUNIDAD AGRCOLA HISTRICA CUARTO CAJN
025	COMUNIDAD AGRCOLA HISTRICA FERNANDO LVAREZ
032	COMUNIDAD AGRCOLA HISTRICA LAS DAMAS
033	COMUNIDAD AGRCOLA HISTRICA LORENZO ARAYA
035	COMUNIDAD AGRCOLA HISTRICA LOS POZOS
036	COMUNIDAD AGRCOLA HISTRICA LOS TRIGOS
901	INDETERMINADA
016	COMUNIDAD AGRCOLA HISTRICA ALGARROBO DE HORNILLOS
028	COMUNIDAD AGRCOLA HISTRICA LA CEBADA
052	EL QUEE
085	MANTOS DE HORNILLOS
087	MONTE REDONDO
901	INDETERMINADA
028	COMUNIDAD AGRCOLA HISTRICA LA CEBADA
038	COMUNIDAD AGRCOLA HISTRICA PEABLANCA
119	TALCA
121	TALINAY
901	INDETERMINADA
015	COMUNIDAD AGRCOLA HISTRICA ALCONES
056	EL TORO
082	LOS LOROS
086	MINERAL TALQUILLA
015	COMUNIDAD AGRCOLA HISTRICA ALCONES
017	COMUNIDAD AGRCOLA HISTRICA BARRAZA
022	COMUNIDAD AGRCOLA HISTRICA EL DURAZNO
042	COMUNIDAD AGRCOLA HISTRICA SALALA
043	COMUNIDAD AGRCOLA HISTRICA SOCOS
901	INDETERMINADA
999	
001	
005	COMBARBAL ORIENTE
014	COMUNIDAD AGRCOLA HISTRICA FERNNDEZ Y VLIZ
015	COMUNIDAD AGRCOLA HISTRICA FLORES Y SAAVEDRA
017	COMUNIDAD AGRCOLA HISTRICA LA COLORADA DE AGUILERA Y SARMIENTO
028	LA CAPILLA
034	RAMADILLA
001	
006	COMBARBAL PONIENTE
011	COMUNIDAD AGRCOLA HISTRICA DAZ Y OCARANZA
016	COMUNIDAD AGRCOLA HISTRICA JIMNEZ Y TAPIA
901	INDETERMINADA
011	COMUNIDAD AGRCOLA HISTRICA DAZ Y OCARANZA
016	COMUNIDAD AGRCOLA HISTRICA JIMNEZ Y TAPIA
901	INDETERMINADA
016	COMUNIDAD AGRCOLA HISTRICA JIMNEZ Y TAPIA
033	PEA BLANCA
016	COMUNIDAD AGRCOLA HISTRICA JIMNEZ Y TAPIA
008	COMUNIDAD AGRCOLA HISTRICA CASTILLO MAL PASO Y OTROS
016	COMUNIDAD AGRCOLA HISTRICA JIMNEZ Y TAPIA
030	LA LIGUA
901	INDETERMINADA
003	COGOT DIECIOCHO
014	COMUNIDAD AGRCOLA HISTRICA FERNNDEZ Y VLIZ
016	COMUNIDAD AGRCOLA HISTRICA JIMNEZ Y TAPIA
022	COMUNIDAD AGRCOLA HISTRICA MOVILO
035	RINCN LAS CHILCAS
901	INDETERMINADA
003	COGOT DIECIOCHO
013	COMUNIDAD AGRCOLA HISTRICA FERNNDEZ NGEL Y OTROS
014	COMUNIDAD AGRCOLA HISTRICA FERNNDEZ Y VLIZ
026	EL DURAZNO
029	LA CRUCITA
007	COMUNIDAD AGRCOLA HISTRICA LVAREZ DE VALLE HERMOSO
036	VALLE HERMOSO
901	INDETERMINADA
002	CHINGAY DE ORREGO
007	COMUNIDAD AGRCOLA HISTRICA LVAREZ DE VALLE HERMOSO
010	COMUNIDAD AGRCOLA HISTRICA DE ORREGO
012	COMUNIDAD AGRCOLA HISTRICA EL ESPINO
024	COMUNIDAD AGRCOLA HISTRICA VIVANCO
901	INDETERMINADA
021	COMUNIDAD AGRCOLA HISTRICA MANQUEHUA
008	COMUNIDAD AGRCOLA HISTRICA CASTILLO MAL PASO Y OTROS
009	COMUNIDAD AGRCOLA HISTRICA CHACARILLAS
021	COMUNIDAD AGRCOLA HISTRICA MANQUEHUA
901	INDETERMINADA
018	COMUNIDAD AGRCOLA HISTRICA LA SAUCERA
023	COMUNIDAD AGRCOLA HISTRICA SAN LORENZO
016	COMUNIDAD AGRCOLA HISTRICA JIMNEZ Y TAPIA
019	COMUNIDAD AGRCOLA HISTRICA LITIPAMPA
021	COMUNIDAD AGRCOLA HISTRICA MANQUEHUA
031	MANQUEHUA
034	RAMADILLA
999	
001	
002	
003	CAMPANARIO
036	COMUNIDAD AGRCOLA HISTRICA MONTE PATRIA
058	FLOR DEL VALLE
078	MONTE PATRIA
001	AGUA CHICA
006	CERRILLOS DE RAPEL
048	DOS ROS
058	FLOR DEL VALLE
064	JUNTAS
085	POTRERILLOS
901	INDETERMINADA
003	CAMPANARIO
006	CERRILLOS DE RAPEL
060	HIGUERA DE RAPEL
069	LOS NGELES DE RAPEL
045	COMUNIDAD AGRCOLA HISTRICA RAPEL
060	HIGUERA DE RAPEL
070	LOS CLONQUIS
087	RAPEL
053	EL PALOMO
066	LAS MOLLACAS
071	LOS LAURELES
073	LOS MOLLES
094	VALDIVIA
901	INDETERMINADA
051	EL MAITN
052	EL MAQUI
080	MOSTAZAL
081	PAMPA GRANDE
901	INDETERMINADA
039	COMUNIDAD AGRCOLA HISTRICA QUEBRADA DE COLLIGUACITO
044	COMUNIDAD AGRCOLA HISTRICA RAMADILLA
068	LAS TRANQUITAS
079	MOSTACILLA
080	MOSTAZAL
081	PAMPA GRANDE
083	PEDREGAL
901	INDETERMINADA
034	COMUNIDAD AGRCOLA HISTRICA MAQUI-LOS PALQUIS
047	CORDILLERA DE CARRIZAL
057	EL TORO
067	LAS RAMADAS
075	LOS PINGOS
084	PEJERREYES
093	TULAHUN ORIENTE
020	COMUNIDAD AGRCOLA HISTRICA EL CUYANO
025	COMUNIDAD AGRCOLA HISTRICA LA CISTERNA
033	COMUNIDAD AGRCOLA HISTRICA MACANO
092	TULAHUN
901	INDETERMINADA
004	CARN
008	CHAGUARAL
038	COMUNIDAD AGRCOLA HISTRICA PULPICA ALTO
041	COMUNIDAD AGRCOLA HISTRICA QUEBRADA LA ARENA
043	COMUNIDAD AGRCOLA HISTRICA QUEBRADA LAS MOLLACAS
901	INDETERMINADA
002	BELLAVISTA DE CARN
012	COLLIGUAY
019	COMUNIDAD AGRCOLA HISTRICA COLLIGUAY
050	EL HIGUERAL
002	BELLAVISTA DE CARN
021	COMUNIDAD AGRCOLA HISTRICA EL PEN
055	EL PEN
082	PANGUECILLO
090	SEMITA
901	INDETERMINADA
011	CHILECITO
018	COMUNIDAD AGRCOLA HISTRICA COIPO Y CUYUNCAV
049	EL COIPO
901	INDETERMINADA
005	CARRETONES
035	COMUNIDAD AGRCOLA HISTRICA MIALQUI
077	MIALQUI
082	PANGUECILLO
036	COMUNIDAD AGRCOLA HISTRICA MONTE PATRIA
091	TAMELCURA
001	
002	
054	EL PALQUI
072	LOS LITRES
901	INDETERMINADA
013	COMUNIDAD AGRCOLA HISTRICA ATUNHUAICO
031	COMUNIDAD AGRCOLA HISTRICA LOS POTREROS DE HUATULAME
062	HUATULAME
901	INDETERMINADA
022	COMUNIDAD AGRCOLA HISTRICA EL TOM
024	COMUNIDAD AGRCOLA HISTRICA JARA O LAJA
056	EL TOM ALTO
059	GUANILLAS
062	HUATULAME
901	INDETERMINADA
014	COMUNIDAD AGRCOLA HISTRICA CRCAMO
028	COMUNIDAD AGRCOLA HISTRICA LAS BATEAS
901	INDETERMINADA
001	
007	CHACARILLA
009	CHAARAL ALTO
015	COMUNIDAD AGRCOLA HISTRICA CHACARILLA
027	COMUNIDAD AGRCOLA HISTRICA LAGUNA VERDE
028	COMUNIDAD AGRCOLA HISTRICA LAS BATEAS
031	COMUNIDAD AGRCOLA HISTRICA LOS POTREROS DE HUATULAME
076	LOS TAPIA
901	INDETERMINADA
029	COMUNIDAD AGRCOLA HISTRICA LAS CARDAS
030	COMUNIDAD AGRCOLA HISTRICA LOS MORALES
074	LOS MORALES
999	
001	
002	
003	COMUNIDAD AGRCOLA HISTRICA EL ALTAR
004	COMUNIDAD AGRCOLA HISTRICA EL DIVISADERO
007	COMUNIDAD AGRCOLA HISTRICA MANQUEHUA
009	COMUNIDAD AGRCOLA HISTRICA PUNITAQUI
017	LAS RAMADAS
003	COMUNIDAD AGRCOLA HISTRICA EL ALTAR
008	COMUNIDAD AGRCOLA HISTRICA POTRERILLO ALTO
003	COMUNIDAD AGRCOLA HISTRICA EL ALTAR
004	COMUNIDAD AGRCOLA HISTRICA EL DIVISADERO
005	COMUNIDAD AGRCOLA HISTRICA JARA O LAJA
002	CAMARICO VIEJO
006	COMUNIDAD AGRCOLA HISTRICA LA CALERA
009	COMUNIDAD AGRCOLA HISTRICA PUNITAQUI
010	COMUNIDAD AGRCOLA HISTRICA RINCONADA DE PUNITAQUI
013	EL CINAGO
014	GRANEROS
015	GRANJITAS
017	LAS RAMADAS
020	MORRO ALEGRE
001	ALMENDRO DE QUILES
011	DURAZNO DE QUILES
016	LA HIGUERA DE QUILES
018	LAS TUNAS
019	MAQUI DE QUILES
023	SAN PEDRO DE QUILES
012	EL AJIAL DE QUILES
021	PARRAL DE QUILES
999	
023	EL BOSQUE
029	LAS BREAS
002	COMUNIDAD AGRCOLA HISTRICA CARRIZAL Y LAGUNA SERN
022	CORRAL QUEMADO
901	INDETERMINADA
013	COMUNIDAD AGRCOLA HISTRICA HUAMPULLA
015	COMUNIDAD AGRCOLA HISTRICA LAS MINILLAS
018	COMUNIDAD AGRCOLA HISTRICA LOS MAITENES
020	COMUNIDAD AGRCOLA HISTRICA MENDOZA-CARRIZO Y ROMERO
027	HUAMPULLA
033	PARRAL VIEJO
035	SAMO ALTO
007	COMUNIDAD AGRCOLA HISTRICA DAN Y CORTADERILLA
009	COMUNIDAD AGRCOLA HISTRICA EL ESPINAL DE SAN PEDRO
014	COMUNIDAD AGRCOLA HISTRICA INGA PICHASCA
018	COMUNIDAD AGRCOLA HISTRICA LOS MAITENES
025	EL ESPINAL
034	PICHASCA
036	SAN PEDRO
002	COMUNIDAD AGRCOLA HISTRICA CARRIZAL Y LAGUNA SERN
005	COMUNIDAD AGRCOLA HISTRICA CHAPE Y CHACAY
011	COMUNIDAD AGRCOLA HISTRICA FUNDINA NORTE
012	COMUNIDAD AGRCOLA HISTRICA FUNDINA SUR
026	FUNDINA
037	SERN
901	INDETERMINADA
003	COMUNIDAD AGRCOLA HISTRICA CERRO BLANCO Y GIGANTE
021	COMUNIDAD AGRCOLA HISTRICA PIEDRAS BLANCAS
030	LOS LEONES
037	SERN
039	VADO DE MORRILLOS
901	INDETERMINADA
004	COMUNIDAD AGRCOLA HISTRICA CERRO GIGANTE
008	COMUNIDAD AGRCOLA HISTRICA EL ATAJO
016	COMUNIDAD AGRCOLA HISTRICA LOS GUAPIS MOLLAQUITA
024	EL CHAAR
028	HURTADO
901	INDETERMINADA
017	COMUNIDAD AGRCOLA HISTRICA LOS LAVADEROS
024	EL CHAAR
001	COMUNIDAD AGRCOLA HISTRICA BLAS BULRREME
013	COMUNIDAD AGRCOLA HISTRICA HUAMPULLA
038	TABAQUEROS
901	INDETERMINADA
010	COMUNIDAD AGRCOLA HISTRICA EL ROMERAL
014	COMUNIDAD AGRCOLA HISTRICA INGA PICHASCA
999	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
001	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
001	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
001	
002	
003	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
008	
004	PLACILLA
901	INDETERMINADA
001	
003	PEUELAS
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
002	LAGUNA VERDE
001	ISLA SAN FLIX
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
001	
002	
003	
004	
005	
006	
007	
008	
006	VALPARASO
999	
001	
002	
003	
004	
005	
002	CASABLANCA
029	PASO TAPIHUE
038	SANTA ROSA
010	LA VEGA
015	LAS ROSAS
025	LOS PERALES
031	POZA OSCURA
039	TAPIHUE
001	
007	LA ESMERALDA
011	LA VINILLA
027	MUNDO NUEVO
018	LO ORREGO ABAJO
019	LO ORREGO ARRIBA
006	EL ROSARIO
008	LA PALMILLA
012	LAGUNILLAS
024	LOS MAITENES
901	INDETERMINADA
012	LAGUNILLAS
041	VALLE HERMOSO ABAJO
042	VALLE HERMOSO ARRIBA
901	INDETERMINADA
034	SAN JERNIMO
005	EL PORVENIR
013	LAS DICHAS
030	PITAMA
035	SANTA AMALIA
003	EL BATRO
040	TUNQUN
901	INDETERMINADA
003	EL BATRO
033	QUINTAY
036	SANTA AUGUSTA
023	LOS COLIHUES
026	MELOSILLA
028	PASO HONDO
030	PITAMA
009	LA PLAYA
017	LO OROZCO
021	LO VSQUEZ
037	SANTA RITA
001	
002	CASABLANCA
004	EL CARPINTERO
020	LO OVALLE
022	LOMA LARGA
032	QUEBRADILLA
901	INDETERMINADA
999	
001	
002	
003	
004	
005	
006	
007	
008	
010	
011	
012	
013	
014	
001	
001	CONCN
002	REACA ALTO
999	
001	ISLA ALEJANDRO SELKIRK
002	ISLA ROBINSON CRUSOE
901	INDETERMINADA
999	
001	
002	
003	
004	EL RUNGUE
012	MAITENCILLO
015	PUCHUNCAV
001	
002	
003	
012	MAITENCILLO
901	INDETERMINADA
005	LA CANELA
008	LA QUEBRADA
001	
002	EL CARDAL
003	EL RINCN
013	POTRERILLOS
015	PUCHUNCAV
016	SAN ANTONIO
014	PUCALN
009	LAS MELOSILLAS
901	INDETERMINADA
011	LOS MAITENES
001	
002	
003	
004	
005	
006	
007	
001	CAMPICHE
010	LAS VENTANAS
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
005	LONCURA BAJO
010	RITOQUE
004	LAS PALMAS
009	QUINTERO BAJO
013	SANTA JULIA
016	VALLE ALEGRE
901	INDETERMINADA
002	EL MIRADOR
003	LAS GAVIOTAS
006	MANTAGUA
007	PUNTA DE PIEDRA
011	SAN RAMN
012	SANTA ADELA
014	SANTA LUISA
015	SANTA ROSA DE COLMO
999	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
001	
002	
001	
002	
003	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
999	
001	
002	
002	HANGA ROA
001	ANAKENA
003	POIKE
004	VAIHU
005	VAITEA
901	INDETERMINADA
999	
001	
002	
003	
004	
005	
009	LOS VILLARES
001	
002	
003	
004	
004	LAS JUNTAS
009	LOS VILLARES
014	SAN RAFAEL
901	INDETERMINADA
001	
002	
003	
004	
003	EL SAUCE
003	EL SAUCE
005	LAS VIZCACHAS
007	LOS CHACAYES
012	RO COLORADO
015	VILCUYA
901	INDETERMINADA
001	ALTA MONTAA
002	COMUNIDAD AGRCOLA HISTRICA CANO GALLEGO ALTO
010	RIECILLO
011	RO BLANCO
013	SALADILLO
001	
002	
003	
004	
005	
006	
007	
999	
001	
002	CALLE LARGA
008	LOS VILLARES
009	PASO BASAURE
012	TABOLANGO
013	VALLE ALEGRE
001	
002	
003	
006	EL PATAGUAL
010	POCURO
011	SAN VICENTE
001	
011	SAN VICENTE
001	
002	
001	AUCO
003	EL BARN
004	EL CASTILLO
005	EL GUINDAL
010	POCURO
901	INDETERMINADA
001	
002	CALLE LARGA
013	VALLE ALEGRE
999	
001	
002	
004	EL RECREO
006	LO ARAYA
007	LOS CAMPOS
013	TIERRAS BLANCAS
001	
008	LOS FAROLES NORTE
009	LOS PLACERES
010	LOS VILLARES
001	
001	AUCO
014	VALLE ALEGRE
001	
001	AUCO
003	CHACABUCO
005	LAS BANDURRIAS
901	INDETERMINADA
999	
001	
002	
003	CARIO BOTADO
008	EL HIGUERAL
009	LA ERMITA
024	SAN REGIS
008	EL HIGUERAL
012	LAS GOLONDRINAS
015	LO CALVO
015	LO CALVO
002	CAMPOS DE AHUMADA
004	COMUNIDAD AGRCOLA HISTRICA CAMPOS DE AHUMADA
018	PARQUE AUTCTONO
022	SAN FRANCISCO
005	COMUNIDAD AGRCOLA HISTRICA CANO GALLEGO ALTO
014	LAS VIZCACHAS
016	LOS CHACAYES
019	PRIMERA QUEBRADA
020	RO COLORADO
901	INDETERMINADA
001	
003	CARIO BOTADO
006	EL CARRIZO
007	EL GUAPE
010	LA FLORIDA
023	SAN MIGUEL
001	
001	AVENIDA ALESSANDRI
010	LA FLORIDA
001	
011	LA FONCEA
013	LAS JUNTAS
025	TOCORNAL
999	
001	
002	
003	EL CARMEN
009	LA LIGUA
011	LAS CHACARILLAS
001	
002	
003	
004	
005	
003	EL CARMEN
018	QUEBRADILLA
001	
002	COMUNIDAD AGRCOLA HISTRICA DE VARAS
005	EL CARMEN-LA HIGUERA
010	LA PATAGUA
001	
011	LAS CHACARILLAS
019	QUINQUIMO
901	INDETERMINADA
001	COMUNIDAD AGRCOLA HISTRICA DE ROCO
020	VALLE HERMOSO
006	GUALLARAUCO
012	LONGOTOMA
007	HUAQUN
015	LOS QUINQUELLES
016	PICHICUY
014	LOS MOLLES
013	LOS HORNOS
012	LONGOTOMA
012	LONGOTOMA
001	
001	COMUNIDAD AGRCOLA HISTRICA DE ROCO
002	COMUNIDAD AGRCOLA HISTRICA DE VARAS
999	
001	
003	ARTIFICIO
006	EL INGENIO
018	PEABLANCA
016	MONTE GRANDE
018	PEABLANCA
001	ALGARROBO
007	EL QUEMADO
001	
002	
003	
007	EL QUEMADO
014	LOS MOLINOS
022	SAN JOS
901	INDETERMINADA
014	LOS MOLINOS
011	LA VEGA
023	SAN LORENZO
009	LA MORA
013	LAS PUERTAS
011	LA VEGA
012	LA VIA
012	LA VIA
017	PAIHUN
019	PILILN
002	ALICAHUE
015	LOS PERALES
901	INDETERMINADA
005	EL CERRADO
901	INDETERMINADA
008	GUAYACN
009	LA MORA
999	
001	
002	
003	
002	CABO VERDE
901	INDETERMINADA
001	
002	CABO VERDE
003	LAS SALINAS DE PULLALLY
006	PULLALLY
999	
008	EL PEDERNAL
003	CHALACO
012	EL VALLE
011	EL SOBRANTE
001	
004	CHINCOLCO
017	LA POLCURA
018	LA VEGA
020	LOS COMUNES
001	
025	PETORCA
026	QUEBRADA DE CASTRO
001	
001	CALLEJONES
005	EL BRONCE
006	EL CHORRILLO
007	EL DURAZNO
016	LA IPA
901	INDETERMINADA
015	HIERRO VIEJO
021	LOS TORNOS
901	INDETERMINADA
022	MANUEL MONTT
024	PEDEGUA
027	SAN RAMN
002	CANTARITO
010	EL PEQUN
014	FRUTILLAR
019	LAS PALMAS
023	PALQUICO
029	SANTA JULIA
901	INDETERMINADA
999	
001	
009	ZAPALLAR
001	
002	
003	
009	ZAPALLAR
004	LA LAGUNA
006	LA QUEBRADA
007	SAN ALFONSO
008	TIERRAS BLANCAS
001	
002	CATAPILCO
003	EL BLANQUILLO
999	
001	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
001	
002	
001	
002	
003	
002	LA PALMA
008	SAN ISIDRO
002	LA PALMA
004	LOS ALMENDROS
008	SAN ISIDRO
009	SAN PEDRO
010	SANTA OLIVIA
001	
009	SAN PEDRO
001	
002	
003	
008	SAN ISIDRO
009	SAN PEDRO
005	MANZANAR
011	SANTA ROSA DE COLMO
007	RAUTN
001	
001	EL BOCO
001	
002	
003	LO VARELA
999	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
002	EL OLIVO
001	
004	PACHACAMA
005	PACHACAMITA
901	INDETERMINADA
001	
002	
003	
004	
005	
006	
999	
001	
003	CHPICA
004	CONCHAL
006	EL OLIVO
001	
003	CHPICA
005	CUATRO ESQUINAS
001	
001	BARRACITA
002	BARRACITA ALTO
013	PUNTA DE TORREJN
901	INDETERMINADA
007	EL RETIRO
009	LA SOMBRA
011	LOS AROMOS DE PUREHUE
001	
010	LAS PALMAS
012	OCOA
999	
001	
003	LO ROJAS
001	
002	LA PALMILLA
001	
004	POCOCHAY
001	
002	
999	
001	
005	LOS LITRES
008	SAN CARLOS
001	
002	
007	PUCALN
001	
002	
003	
002	EL GARRETN
003	EL MELN
007	PUCALN
001	EL COBRE
004	LA PEA
999	
001	
002	
003	
004	
005	
006	
007	
001	AGUAS BUENAS
005	EL SAUCE
012	MALVILLA
017	SAN ANTONIO
005	EL SAUCE
009	LEYDA
013	MARQUESA ADENTRO
014	MARQUESA AFUERA
015	MILTIL
002	CUNCUMN
003	EL ASILO
006	HUINCA
007	LA ARBOLEDA
008	LA FLORESTA
011	LOS ESCALONES
016	RINCONADA DE SAN JUAN
018	SAN JUAN
019	SAN JUAN EL TRANQUE
020	VALLE ABAJO
901	INDETERMINADA
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	LLOLLEO
001	
002	
003	
004	
005	
006	
012	MALVILLA
018	SAN JUAN
019	SAN JUAN EL TRANQUE
901	INDETERMINADA
999	
001	
002	
003	
004	
005	
006	
007	
002	EL MANZANO
003	EL PEUMAL
005	LOMA VERDE
006	LOS ARRAYANES
007	MANZANO NORTE
008	MANZANO SUR
009	PEABLANCA
001	
002	
003	
004	EL YECO
011	SAN JOS
012	TUNQUN
001	
010	SAN JERNIMO
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	ALTO CARTAGENA
002	BAJO CARTAGENA
004	CARRETERA
007	COLENGUADO
012	LO ABARCA
013	LO ZRATE
016	QUILLAICILLO
901	INDETERMINADA
008	EL TURCO
009	LA PALMILLA
011	LAS PALMAS
013	LO ZRATE
014	LOS LUNES
015	QUEBRADA HONDA
003	CAJN DE LA MAGDALENA
006	CHACARILLAS PONIENTE
010	LA RUDILLA
017	ROSARIO ARRIBA
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
002	EL TOTORAL
004	ISLA NEGRA
901	INDETERMINADA
999	
001	
002	
003	
004	
005	
006	
007	
008	
001	EL MEMBRILLO
003	EL PQUIO
004	EL TABO
901	INDETERMINADA
001	
002	
003	
004	
005	
002	EL PERAL
006	LAS CRUCES
007	LAS PATAGUAS
009	QUILLAICILLO
901	INDETERMINADA
999	
001	
002	
003	
004	
005	
003	CARDONAL
004	COOPERATIVA RO MAIPO
005	EL ALCZAR
007	EL PEUMO
008	EL QUINTRAL
010	HUERTOS DE CHILE
011	LAS BRISAS
013	LOS LILENES
019	SANTA TERESA DEL MAR
020	SANTO DOMINGO
901	INDETERMINADA
006	EL CONVENTO
009	EL YALI
018	SANTA BLANCA
901	INDETERMINADA
001	BUCALEMITO
002	BUCALEMU
015	PORTALES
016	SAN ENRIQUE
017	SAN GUILLERMO
999	
001	
002	
003	
004	
005	
006	
007	
008	
010	EL CARMEN
017	SAN FELIPE
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
008	
009	
011	ENCN
001	
002	
001	ALGARROBAL
001	
015	PUNTILLA LOS SALINAS
017	SAN FELIPE
020	TOCORNAL
001	
002	
005	BUCALEMU
007	CURIMN
013	LOS VILLARES
018	SAN RAFAEL
001	
005	BUCALEMU
007	CURIMN
009	EL BOLSN
012	LOS CAMPOS
001	
007	CURIMN
009	EL BOLSN
014	PO RO
019	TIERRAS BLANCAS
